PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
185,2024-05-21,20:43:45.83,3,5,"Sharts, Owen",680714,Right,IDA_CHU,1000058020,Right,MIS_PAD,Undefined,7,Top,2,1,2,Undefined,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,76.69277,0.495206,-1.27444,2348.68826,8.872475,6:15,5.7936,1.68497,6.04548,-63.51803,-15.88568,-2.7254,0.95901,0.27781,70.4035,-11.122359,-1.767105,0.496732,,,,,,,,,,,,1.01244,-8.00374,-1.58426,50,5.79778,2.57471,-111.46421,-1.00323,1.25682,22.51621,-42.10983,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,1c7e3ec0-17e5-11ef-ab2f-7369b7622ec5,75.8808,,,6.28926,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:43:45.83,2024-05-21T20:43:45.8340000-06:00,2024-05-22T02:43:45.8340000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,7a2d2fd7-6e80-43cc-9131-9d0aac1a6ad3,54.45651,-112.36084,11.2581,5.80434,0.67365,-21.05491,-1.68579,2.52467,0.62841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
186,2024-05-21,20:46:28.94,1,1,"Timmins, Mark",801649,Right,MIS_PAD,686941,Right,IDA_CHU,Undefined,7,Bottom,0,0,0,Undefined,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.95073,0.413959,-4.633488,2162.896416,219.959446,1:15,4.93982,3.75833,5.96912,-27.19978,10.2543,7.71308,3.05823,0.09595,79.37487,-4.63612,-3.254554,0.440475,,,,,,,,,,,,-5.07996,5.49988,-3.39494,50,4.95744,9.79332,-124.63958,0.03347,-8.09188,22.09484,-23.41327,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,7db1f920-17e5-11ef-ab2f-7369b7622ec5,85.57232,,,6.57587,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:46:28.94,2024-05-21T20:46:28.9436526-06:00,2024-05-22T02:46:28.9436526Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,2507ee58-de07-498b-8778-87b021dc1bdf,54.52887,-125.43985,11.04742,4.94087,0.88148,-11.70663,-3.75495,10.0864,-4.04594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
187,2024-05-21,20:46:40.62,1,2,"Timmins, Mark",801649,Right,MIS_PAD,686941,Right,IDA_CHU,Undefined,7,Bottom,0,0,1,Undefined,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,73.98305,2.001248,-2.009595,2690.894943,76.047475,8:30,4.59099,3.73369,5.12072,-56.81046,-3.6528,-21.7971,1.74372,0.02362,67.55957,-8.29452,-5.859952,0.524752,,,,,,,,,,,,10.28103,-1.98949,-3.52682,50,4.73494,4.58995,-107.20913,1.86237,11.81971,20.64578,-34.4613,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,84cfb850-17e5-11ef-ab2f-7369b7622ec5,71.82901,,,6.42348,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:46:40.62,2024-05-21T20:46:40.6216046-06:00,2024-05-22T02:46:40.6216046Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,5f8d7529-4148-494c-9256-e7db0c07e947,55.37925,-108.24009,10.32289,4.59898,3.5832,-17.23065,-3.74128,3.99973,5.90985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
188,2024-05-21,20:47:05.61,1,3,"Timmins, Mark",801649,Right,MIS_PAD,686941,Right,IDA_CHU,Undefined,7,Bottom,0,0,2,Undefined,Slider,InPlay,Undefined,FlyBall,Out,1,0,,75.7268,2.461829,-1.13363,2764.53091,90.032624,9:00,4.64485,3.68885,5.29371,-48.51444,1.60075,-22.99828,2.91527,0.70783,69.21174,-6.398437,-5.209188,0.509514,84.63962,45.319499,-28.424664,4347.16393,95.27907,97.40791,-54.9718,310.80761,309.52769,-32.683128,5.681191,11.2926,0.46961,-3.56786,50,4.83336,3.0414,-109.8317,3.13975,13.70678,20.60038,-31.60405,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,93a4b790-17e5-11ef-ab2f-7369b7622ec5,73.97727,116.72782,,6.51507,,,,3.02988,3.19496,-0.87898,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:47:05.61,2024-05-21T20:47:05.6160000-06:00,2024-05-22T02:47:05.6160000Z,FlyBall,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,ea3ec80b-8a81-4400-9b08-ed64d1e4d520,55.20645,-110.80393,10.30019,4.64998,4.6313,-15.80202,-3.69613,2.39451,6.85339,171.493945,3.02917,76.7591,-17.21507,4.7995,-0.87576,0.07244,0.0067,-0.00188,0.0001,3.18636,88.43211,-20.20607,1.95353,-0.66239,0.21642,-0.04101,0.00388,-0.00015,-0.87859,-41.54923,6.88271,-1.98227,0.38315,-0.03961,-0.00064,0.00054,-3e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
189,2024-05-21,20:48:01.03,2,1,"Timmins, Mark",801649,Right,MIS_PAD,1000252100,Left,IDA_CHU,Undefined,7,Bottom,1,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.03511,0.02067,-3.277502,2108.278619,235.700401,1:45,4.82481,3.8178,5.78139,-29.46718,7.11083,8.96835,2.38848,1.51249,80.68081,-5.409512,-1.674236,0.435293,,,,,,,,,,,,-5.33969,3.94551,-3.5527,50,4.80865,6.86893,-126.43251,-0.96694,-8.77455,22.10495,-25.69049,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,b49ad3d0-17e5-11ef-ab2f-7369b7622ec5,86.59102,,,6.3543,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:48:01.03,2024-05-21T20:48:01.0390000-06:00,2024-05-22T02:48:01.0390000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,31f48e9a-4dcc-4828-bcbc-aa84af143a8e,54.71724,-127.25458,11.05248,4.82684,-0.01152,-12.84524,-3.81422,7.19525,-4.38727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
190,2024-05-21,20:48:15.68,2,2,"Timmins, Mark",801649,Right,MIS_PAD,1000252100,Left,IDA_CHU,Undefined,7,Bottom,1,1,0,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.55857,1.628837,-1.862544,2666.123194,90.563795,9:00,4.55895,3.80198,5.42033,-49.48101,1.77051,-21.46781,1.96246,0.26776,68.59985,-7.396413,-5.67535,0.515258,,,,,,,,,,,,10.3213,0.87142,-3.62107,50,4.66911,4.31056,-108.20932,1.50796,12.20855,19.30522,-31.14328,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,bd642020-17e5-11ef-ab2f-7369b7622ec5,73.15254,,,5.95872,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:48:15.68,2024-05-21T20:48:15.6800000-06:00,2024-05-22T02:48:15.6800000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,3a5e0a37-4a43-4c03-a2a1-89aeebaf2101,55.07947,-109.11177,9.65261,4.56459,2.96379,-15.57164,-3.80923,3.73986,6.10428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
191,2024-05-21,20:48:42.66,2,3,"Timmins, Mark",801649,Right,MIS_PAD,1000252100,Left,IDA_CHU,Undefined,7,Bottom,1,1,1,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.08194,1.339964,-1.42964,2677.57096,88.911827,9:00,4.66455,3.89549,5.37194,-49.63349,1.24327,-21.06375,1.7853,0.79957,68.72119,-7.71814,-5.170829,0.513371,,,,,,,,,,,,10.15934,0.70669,-3.75193,50,4.74961,3.51578,-108.92742,0.94451,12.10882,20.55823,-31.33174,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,cd81a4f0-17e5-11ef-ab2f-7369b7622ec5,73.42146,,,6.36074,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:48:42.66,2024-05-21T20:48:42.6630000-06:00,2024-05-22T02:48:42.6630000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,8aa10aaf-7c6a-4d22-98c3-d4412297c44a,55.12679,-109.89075,10.27911,4.67095,2.41268,-15.66587,-3.90338,2.94837,6.05441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
192,2024-05-21,20:48:58.47,2,4,"Timmins, Mark",801649,Right,MIS_PAD,1000252100,Left,IDA_CHU,Undefined,7,Bottom,1,2,1,Undefined,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.46469,-0.113344,-4.500983,2150.499544,229.761989,1:45,4.74309,3.74119,6.3287,-29.16328,8.10371,8.37189,2.20812,0.28565,79.20882,-5.541317,-2.992868,0.439373,,,,,,,,,,,,-5.47142,4.55575,-3.4164,50,4.72072,9.46087,-124.07493,-1.12717,-8.64744,21.59984,-24.97381,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,d6d8b250-17e5-11ef-ab2f-7369b7622ec5,85.78681,,,6.25587,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:48:58.47,2024-05-21T20:48:58.4740000-06:00,2024-05-22T02:48:58.4740000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,2fcffe44-7762-42b1-b3c9-0826bc357b1f,54.17123,-124.79898,10.79992,4.74447,-0.29002,-12.48691,-3.7384,9.75074,-4.32372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
193,2024-05-21,20:49:23.13,2,5,"Timmins, Mark",801649,Right,MIS_PAD,1000252100,Left,IDA_CHU,Undefined,7,Bottom,1,2,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.08715,2.088406,-0.341495,2513.431452,74.263684,8:30,4.60269,3.8487,5.20596,-52.97479,-2.06961,-12.97741,2.15303,2.44609,68.88216,-7.539363,-2.642052,0.513514,,,,,,,,,,,,6.35091,-1.10189,-3.80704,50,4.75611,1.15648,-108.94818,2.18841,7.62351,19.37055,-33.49676,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,e5ad3c60-17e5-11ef-ab2f-7369b7622ec5,73.40096,,,6.20498,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:49:23.13,2024-05-21T20:49:23.1300000-06:00,2024-05-22T02:49:23.1300000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,b88ff97f-0463-4d3b-b0d9-a1b45c316d9e,55.29242,-109.88512,9.68528,4.61108,3.80862,-16.74838,-3.85406,0.78774,3.81176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
194,2024-05-21,20:49:39.51,2,6,"Timmins, Mark",801649,Right,MIS_PAD,1000252100,Left,IDA_CHU,Undefined,7,Bottom,1,3,2,Undefined,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.41017,-0.07307,-3.662168,2146.724684,227.494496,1:30,4.88967,3.6777,5.97954,-29.29108,8.93705,8.44398,2.38088,0.98218,78.17302,-5.525848,-2.148195,0.445003,,,,,,,,,,,,-5.3702,4.96559,-3.39279,50,4.86761,7.59723,-123.89692,-1.09255,-8.35194,24.62642,-24.45134,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,ef49b730-17e5-11ef-ab2f-7369b7622ec5,84.70155,,,7.23715,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:49:39.51,2024-05-21T20:49:39.5130000-06:00,2024-05-22T02:49:39.5130000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,93dc1935-4aa2-4e65-b121-95abd7948706,54.51834,-124.79177,12.31321,4.89116,-0.20406,-12.22567,-3.67437,7.90072,-4.17597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
195,2024-05-21,20:50:02.01,2,7,"Timmins, Mark",801649,Right,MIS_PAD,1000252100,Left,IDA_CHU,Undefined,7,Bottom,1,3,2,Undefined,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,74.16378,2.624705,-0.467512,2577.934756,70.00386,8:15,4.71971,3.70347,5.3574,-55.82609,-3.58457,-14.5832,2.53075,2.04977,67.61924,-7.561744,-3.058938,0.520211,,,,,,,,,,,,7.1117,-1.9911,-3.65096,50,4.91635,1.43923,-107.52345,3.09693,8.25998,20.01693,-34.48663,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,fcbf4d80-17e5-11ef-ab2f-7369b7622ec5,72.45612,,,6.54454,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:50:02.01,2024-05-21T20:50:02.0150000-06:00,2024-05-22T02:50:02.0150000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,35c19704-9abe-4d4a-9965-a29f0b9870ab,55.14032,-108.47616,10.00846,4.72988,4.73835,-17.24332,-3.71011,1.04609,4.12999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
196,2024-05-21,20:50:32.45,3,1,"Timmins, Mark",801649,Right,MIS_PAD,1000131951,Right,IDA_CHU,Undefined,7,Bottom,1,0,0,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.28732,0.992969,-4.302783,2201.359292,204.839331,12:45,4.86167,3.76423,6.04516,-30.14927,7.86969,3.14071,3.2712,0.03501,78.59212,-4.601882,-3.740373,0.443784,,,,,,,,,,,,-2.70205,4.14453,-3.43032,50,4.92287,9.18356,-123.69552,1.1888,-4.22487,22.55018,-25.69376,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,0ee06a80-17e6-11ef-ab2f-7369b7622ec5,84.93422,,,6.6952,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:50:32.45,2024-05-21T20:50:32.4540000-06:00,2024-05-22T02:50:32.4540000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,a889bc6d-8338-4aa0-aa27-4378bd34cd23,54.45266,-124.50461,11.27509,4.86368,2.11068,-12.84688,-3.76254,9.33514,-2.11243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
197,2024-05-21,20:50:55.52,3,2,"Timmins, Mark",801649,Right,MIS_PAD,1000131951,Right,IDA_CHU,Undefined,7,Bottom,1,1,0,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.36846,-0.072274,-6.420699,1589.810059,291.04694,3:45,4.40931,3.84578,5.66883,-49.33841,-4.33225,14.84442,0.22997,-0.9287,73.19238,-9.036607,-3.787196,0.482845,,,,,,,,,,,,-9.39733,-1.93205,-3.3116,50,4.37115,12.36417,-114.71475,-1.76065,-12.56324,20.5703,-34.757,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,1c9c7fb0-17e6-11ef-ab2f-7369b7622ec5,78.06327,,,6.17608,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:50:55.52,2024-05-21T20:50:55.5280000-06:00,2024-05-22T02:50:55.5280000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,802b2f8a-5163-46bf-a7ac-4442540c4f52,54.83313,-115.57816,10.28515,4.41444,-0.30177,-17.3785,-3.84164,12.89149,-6.28162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
198,2024-05-21,20:51:33.97,3,3,"Timmins, Mark",801649,Right,MIS_PAD,1000131951,Right,IDA_CHU,Undefined,7,Bottom,1,2,0,Undefined,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.36363,-0.496883,-4.918036,2130.675806,220.194333,1:15,4.75898,3.78856,6.39846,-27.27765,9.10418,6.86741,2.0272,-0.173,80.19468,-5.57901,-3.680814,0.434124,70.85262,36.436091,-59.444949,4797.137925,47.38358,49.94804,-99.27131,222.67764,151.43444,-69.21676,3.458209,-4.76181,5.17614,-3.43831,50,4.71047,10.533,-125.326,-1.90585,-7.69306,21.57947,-23.81159,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,337f1c60-17e6-11ef-ab2f-7369b7622ec5,86.82418,50.30928,,6.16894,,,,0.58198,1.95498,0.23466,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:51:33.97,2024-05-21T20:51:33.9720000-06:00,2024-05-22T02:51:33.9720000Z,FlyBall,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,1fb8f019-54db-4123-bd1a-92cab3a2d440,54.10137,-126.03023,10.78974,4.75998,-1.12879,-11.9058,-3.78614,10.78406,-3.84653,124.047952,0.58278,42.4773,-10.23902,2.2906,-0.30858,-0.03816,0.02679,-0.00598,0.00058,1.95525,61.70935,-22.12282,1.87991,-0.17637,-0.08385,0.04524,-0.00845,0.00052,0.2348,-72.00086,4.35748,-0.50318,0.21947,-0.16989,0.0799,-0.01828,0.00163,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
199,2024-05-21,20:51:57.83,3,4,"Timmins, Mark",801649,Right,MIS_PAD,1000131951,Right,IDA_CHU,Undefined,7,Bottom,1,2,1,Undefined,Slider,InPlay,Undefined,FlyBall,HomeRun,0,2,,85.99885,-0.236709,-4.882071,2270.224974,210.646261,1:00,4.8569,3.69682,6.07817,-26.47521,10.60524,5.70587,2.43083,-0.35557,79.93942,-5.146196,-3.860597,0.438272,98.4309,40.278831,5.895183,4216.958566,109.68008,89.41991,8.38161,407.78412,407.78412,0.873072,6.182299,-4.08414,5.83477,-3.32181,50,4.82421,10.44093,-124.77168,-1.34576,-6.55292,20.91608,-22.81228,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,41c80840-17e6-11ef-ab2f-7369b7622ec5,86.00235,133.60242,,6.05942,,,,1.6842,2.49259,0.34251,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:51:57.83,2024-05-21T20:51:57.8300000-06:00,2024-05-22T02:51:57.8300000Z,FlyBall,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,ba674a3c-6cf3-49d3-981b-cce21124f1b7,54.42177,-125.51074,10.45804,4.85752,-0.53971,-11.40614,-3.69482,10.67247,-3.27646,170.524625,1.68726,109.48104,-22.46321,5.92232,-1.01688,0.08122,0.00492,-0.00144,8e-05,2.48088,93.53177,-19.08829,1.33371,-0.37386,0.11289,-0.01902,0.00154,-5e-05,0.34334,11.29305,-5.12795,1.29259,-0.20377,0.01048,0.00247,-0.00045,2e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
200,2024-05-21,20:52:50.75,4,1,"Timmins, Mark",801649,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,7,Bottom,1,0,0,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.03156,2.48465,-2.125993,2687.697839,100.544871,9:15,4.77025,3.85123,5.46284,-46.40121,4.40945,-14.93678,3.23204,0.61577,68.45694,-6.034204,-4.778307,0.513037,,,,,,,,,,,,6.8667,1.99988,-3.65365,50,4.95774,4.60303,-108.72764,3.255,8.17295,20.08062,-29.79373,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,6175ed10-17e6-11ef-ab2f-7369b7622ec5,73.46923,,,6.57462,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:52:50.75,2024-05-21T20:52:50.7580000-06:00,2024-05-22T02:52:50.7580000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,3e8db8ab-1545-445e-bc84-354d25235508,55.03375,-109.65337,10.04031,4.77602,4.6285,-14.89686,-3.85717,4.22625,4.08648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
201,2024-05-21,20:53:02.46,4,2,"Timmins, Mark",801649,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,7,Bottom,1,0,1,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.03434,1.426146,-5.575667,2280.950006,201.318183,12:45,4.97977,3.5182,6.17075,-28.65442,10.34623,3.61973,3.9156,-1.3461,77.60668,-3.904108,-4.928494,0.449477,,,,,,,,,,,,-3.2198,5.35083,-3.09685,50,5.07344,11.74156,-121.67973,2.18044,-4.88991,20.97554,-24.04779,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,685061b0-17e6-11ef-ab2f-7369b7622ec5,83.85847,,,6.42766,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:53:02.46,2024-05-21T20:53:02.4640000-06:00,2024-05-22T02:53:02.4640000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,2297e13d-37a6-4296-a22d-9ae51c434726,54.32713,-122.42338,10.48777,4.98102,3.03302,-12.02389,-3.5162,11.91492,-2.44496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
202,2024-05-21,20:53:18.03,4,3,"Timmins, Mark",801649,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,7,Bottom,1,1,1,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.9143,1.484361,-2.84469,2615.906249,82.763594,8:45,4.65648,3.70007,5.48629,-51.09247,-0.41508,-15.38103,1.78947,-0.24518,68.99075,-7.823819,-5.577196,0.512364,,,,,,,,,,,,7.00993,-0.22067,-3.43975,50,4.75178,5.96043,-108.66878,1.19924,8.36662,19.37521,-32.43745,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,7192fcb0-17e6-11ef-ab2f-7369b7622ec5,73.56577,,,5.92355,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:53:18.03,2024-05-21T20:53:18.0390000-06:00,2024-05-22T02:53:18.0390000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,6904cd31-05e5-4b3a-8649-773c23a2bfaf,55.01351,-109.55902,9.68761,4.66244,2.68966,-16.21872,-3.70479,5.57601,4.18331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
